Make,Model,Year,Country of Origin,Transmission,Engine Type,Engine Size (L),Mileage (km),Condition,Previous Owners,Additional Features,Resale Value (Ksh)
Volkswagen,Passat,2000,Germany,Automatic,Diesel,2.5,25811,Good,0,Sunroof,1517292
Subaru,Outback,2006,Japan,Manual,Petrol,1.4,85891,Excellent,3,Leather Seats,814668
Ford,Ranger,2019,USA,Manual,Petrol,3.0,122735,Very Good,0,None,1347816
Subaru,Impreza,2003,Japan,Automatic,Diesel,3.2,135784,Excellent,3,Bluetooth,1091453
BMW,X5,2023,Germany,Manual,Diesel,3.0,131372,Very Good,1,Backup Camera,2759033
Toyota,RAV4,2019,Japan,Manual,Diesel,1.4,196332,Excellent,0,Heated Seats,1484056
Ford,Explorer,2018,USA,Automatic,Diesel,1.6,198783,Excellent,5,Backup Camera,1432034
BMW,3 Series,2002,Germany,Manual,Petrol,3.0,144620,Excellent,0,GPS,1776177
Nissan,Juke,2009,Japan,Manual,Diesel,4.0,151753,Excellent,1,Backup Camera,1538099
Honda,Civic,2007,Japan,Automatic,Diesel,4.0,24820,Very Good,3,Bluetooth,1316334
Volkswagen,Golf,2014,Germany,Manual,Petrol,2.0,76567,Very Good,5,Heated Seats,2290325
Subaru,XV,2018,Japan,Automatic,Petrol,1.4,148237,Poor,3,Leather Seats,613402
Mercedes,C-Class,2000,Germany,Manual,Petrol,2.0,43511,Very Good,2,GPS,1690973
Volkswagen,Tiguan,2002,Germany,Automatic,Diesel,3.2,139609,Poor,5,Leather Seats,986971
Subaru,Outback,2021,Japan,Manual,Petrol,3.0,70296,Poor,4,Backup Camera,707151
Volkswagen,Polo,2016,Germany,Automatic,Diesel,4.0,48612,Poor,5,Backup Camera,1593547
Ford,Ranger,2021,USA,Manual,Diesel,1.8,187549,Fair,5,GPS,896370
Ford,Ranger,2018,USA,Manual,Diesel,3.0,68339,Fair,4,Sunroof,1014927
Volkswagen,Passat,2005,Germany,Automatic,Petrol,4.0,90547,Excellent,1,Backup Camera,2628786
Mercedes,E-Class,2006,Germany,Automatic,Diesel,4.0,93361,Excellent,3,Sunroof,2527946
Honda,Fit,2015,Japan,Automatic,Petrol,2.0,135196,Good,5,Leather Seats,1013202
Honda,Accord,2018,Japan,Automatic,Diesel,1.8,100164,Excellent,3,Sunroof,1283334
Toyota,RAV4,2019,Japan,Automatic,Petrol,3.2,198195,Fair,1,Heated Seats,1468377
Mercedes,C-Class,2021,Germany,Manual,Petrol,1.8,183272,Very Good,1,Heated Seats,2561224
BMW,X5,2001,Germany,Automatic,Diesel,1.6,199781,Poor,0,Heated Seats,788522
Toyota,Land Cruiser,2006,Japan,Manual,Petrol,2.0,11467,Fair,3,Sunroof,475589
BMW,5 Series,2013,Germany,Manual,Petrol,4.0,31642,Excellent,5,None,2987741
Subaru,Impreza,2010,Japan,Automatic,Diesel,1.4,29350,Fair,3,Bluetooth,628204
Ford,Focus,2016,USA,Manual,Diesel,1.8,62903,Poor,3,Heated Seats,711519
Toyota,Land Cruiser,2022,Japan,Automatic,Diesel,4.0,15899,Poor,1,GPS,1177190
Nissan,Juke,2014,Japan,Manual,Diesel,4.0,32203,Very Good,1,Bluetooth,1806324
Nissan,Navara,2008,Japan,Automatic,Petrol,3.0,76256,Good,2,Backup Camera,733642
Honda,Civic,2012,Japan,Manual,Petrol,1.4,80450,Poor,4,Bluetooth,545853
Ford,Explorer,2000,USA,Automatic,Petrol,2.5,152019,Fair,0,Heated Seats,217857
Subaru,Impreza,2010,Japan,Automatic,Diesel,1.8,20589,Good,5,GPS,998188
BMW,5 Series,2002,Germany,Manual,Diesel,4.0,150069,Good,4,Heated Seats,1746738
Subaru,Outback,2018,Japan,Manual,Petrol,3.0,130828,Very Good,5,Backup Camera,1121141
Volkswagen,Golf,2015,Germany,Manual,Diesel,1.6,55492,Good,1,Sunroof,2050094
Honda,Fit,2015,Japan,Automatic,Petrol,3.0,48523,Good,1,Leather Seats,1268246
BMW,5 Series,2008,Germany,Manual,Diesel,2.5,120318,Poor,3,GPS,897195
BMW,5 Series,2009,Germany,Automatic,Petrol,3.0,195572,Very Good,0,Leather Seats,2001165
Toyota,Corolla,2013,Japan,Manual,Diesel,1.6,37072,Poor,0,Backup Camera,704066
Ford,Focus,2021,USA,Manual,Diesel,4.0,110208,Excellent,5,Leather Seats,2131771
Mercedes,GLA,2012,Germany,Automatic,Petrol,1.8,190923,Very Good,0,Heated Seats,2081346
Volkswagen,Tiguan,2021,Germany,Manual,Diesel,1.8,121637,Very Good,3,Leather Seats,2456790
Toyota,Camry,2011,Japan,Automatic,Diesel,1.4,141438,Fair,5,Backup Camera,490982
BMW,5 Series,2020,Germany,Manual,Diesel,1.4,84440,Good,1,Bluetooth,2371166
Volkswagen,Passat,2021,Germany,Manual,Diesel,2.5,128995,Good,1,GPS,2261927
Mercedes,GLE,2001,Germany,Automatic,Diesel,2.0,15490,Excellent,5,Backup Camera,1733693
BMW,X5,2002,Germany,Manual,Diesel,3.2,110189,Good,3,Sunroof,1869544
Mercedes,E-Class,2021,Germany,Automatic,Petrol,1.8,57082,Fair,3,Heated Seats,1765571
Mercedes,GLE,2021,Germany,Manual,Diesel,1.8,184950,Poor,3,GPS,1274971
Mercedes,E-Class,2021,Germany,Manual,Diesel,1.4,24826,Fair,4,Sunroof,1960671
Volkswagen,Golf,2006,Germany,Manual,Diesel,3.0,11888,Very Good,0,None,2060460
Ford,Ranger,2001,USA,Manual,Petrol,1.4,162223,Fair,5,Leather Seats,95467
Toyota,RAV4,2022,Japan,Automatic,Diesel,4.0,189013,Fair,5,Bluetooth,1422247
Subaru,Forester,2000,Japan,Automatic,Petrol,3.0,192211,Good,0,Heated Seats,267635
Subaru,Outback,2012,Japan,Manual,Petrol,1.4,109525,Fair,4,GPS,624360
BMW,X3,2010,Germany,Automatic,Petrol,1.6,136560,Poor,1,Bluetooth,997938
Subaru,Impreza,2013,Japan,Manual,Diesel,2.0,192018,Very Good,5,Backup Camera,928075
Nissan,X-Trail,2008,Japan,Automatic,Petrol,1.4,147009,Very Good,2,Bluetooth,648958
Toyota,Land Cruiser,2016,Japan,Automatic,Petrol,3.2,62435,Poor,3,Bluetooth,897890
Ford,Explorer,2013,USA,Manual,Diesel,2.0,41373,Fair,0,Bluetooth,959249
BMW,3 Series,2004,Germany,Automatic,Petrol,3.2,23337,Poor,4,Sunroof,1303193
BMW,3 Series,2020,Germany,Manual,Petrol,1.6,175955,Poor,2,Bluetooth,1265899
Subaru,Outback,2003,Japan,Manual,Diesel,3.2,164015,Poor,0,None,544945
Mercedes,GLA,2010,Germany,Automatic,Petrol,3.2,185044,Poor,1,GPS,1450661
Honda,Fit,2016,Japan,Automatic,Petrol,4.0,134701,Poor,5,Backup Camera,924877
Toyota,Corolla,2015,Japan,Manual,Petrol,1.6,99758,Poor,0,None,706840
Volkswagen,Tiguan,2002,Germany,Automatic,Diesel,1.8,55572,Poor,4,Heated Seats,824686
Nissan,Qashqai,2009,Japan,Automatic,Petrol,4.0,5285,Poor,1,Leather Seats,877810
Ford,Focus,2007,USA,Manual,Diesel,1.4,45771,Very Good,0,Heated Seats,1002736
Volkswagen,Golf,2004,Germany,Automatic,Diesel,3.0,12966,Excellent,5,GPS,1922992
Mercedes,GLE,2013,Germany,Manual,Diesel,3.0,151762,Good,4,Heated Seats,1806876
Subaru,Forester,2014,Japan,Automatic,Petrol,2.5,23911,Good,2,Bluetooth,1242240
Ford,Explorer,2017,USA,Automatic,Petrol,3.0,28013,Good,3,Leather Seats,1158820
Mercedes,C-Class,2008,Germany,Manual,Petrol,4.0,133578,Poor,4,Sunroof,1205347
Toyota,Land Cruiser,2023,Japan,Manual,Petrol,4.0,27506,Fair,0,GPS,1795762
Mercedes,GLE,2021,Germany,Automatic,Diesel,3.2,158950,Poor,0,GPS,1621770
Toyota,Camry,2016,Japan,Manual,Petrol,1.8,5763,Poor,0,Leather Seats,764610
Subaru,XV,2012,Japan,Manual,Diesel,1.6,120855,Very Good,3,Sunroof,889710
Mercedes,E-Class,2015,Germany,Manual,Petrol,3.2,102883,Excellent,0,Sunroof,3019275
BMW,3 Series,2010,Germany,Automatic,Petrol,1.8,165422,Poor,4,Leather Seats,886631
Toyota,RAV4,2023,Japan,Automatic,Petrol,1.8,39470,Excellent,0,Leather Seats,2015003
Honda,Civic,2003,Japan,Automatic,Petrol,3.2,79958,Very Good,4,GPS,1115348
Mercedes,E-Class,2019,Germany,Automatic,Diesel,1.8,38769,Fair,3,GPS,1875013
Nissan,Juke,2021,Japan,Manual,Diesel,3.2,55844,Good,3,None,1919841
Honda,CR-V,2018,Japan,Automatic,Diesel,4.0,52132,Fair,4,Bluetooth,1438858
Nissan,X-Trail,2002,Japan,Manual,Petrol,2.0,143964,Good,2,Sunroof,359092
Mercedes,GLE,2007,Germany,Manual,Petrol,2.0,151010,Good,0,Sunroof,1736410
BMW,X3,2020,Germany,Manual,Diesel,2.5,35420,Good,2,Sunroof,2409228
Nissan,X-Trail,2020,Japan,Manual,Petrol,1.4,85277,Poor,5,Bluetooth,822055
Nissan,X-Trail,2017,Japan,Automatic,Petrol,2.0,41198,Fair,3,GPS,959880
BMW,X3,2010,Germany,Manual,Petrol,1.6,174314,Excellent,1,GPS,2130095
Subaru,Impreza,2014,Japan,Automatic,Petrol,1.4,159491,Poor,2,Heated Seats,560161
Mercedes,GLA,2005,Germany,Manual,Diesel,1.4,10836,Excellent,1,Sunroof,2092232
Nissan,Navara,2022,Japan,Automatic,Diesel,3.2,194478,Poor,3,Sunroof,1029044
Mercedes,C-Class,2003,Germany,Manual,Petrol,2.5,85315,Fair,3,Leather Seats,1043487
BMW,X3,2020,Germany,Manual,Diesel,3.2,137196,Good,1,Backup Camera,2722990
Volkswagen,Polo,2007,Germany,Manual,Petrol,2.5,136045,Very Good,4,GPS,1688190
Mercedes,GLA,2019,Germany,Automatic,Petrol,1.8,134394,Poor,3,GPS,1258853
Volkswagen,Golf,2014,Germany,Manual,Petrol,1.8,146131,Excellent,1,Sunroof,2335295
Honda,Accord,2019,Japan,Automatic,Diesel,2.5,50851,Fair,4,Bluetooth,982605
Toyota,Corolla,2022,Japan,Manual,Petrol,2.5,108437,Fair,3,Backup Camera,1031797
Ford,Ranger,2020,USA,Manual,Petrol,1.6,125120,Poor,1,Leather Seats,712401
Honda,Civic,2003,Japan,Manual,Diesel,2.5,179093,Excellent,3,Bluetooth,347686
Toyota,Land Cruiser,2009,Japan,Manual,Petrol,3.2,47799,Good,4,None,1346738
BMW,X3,2019,Germany,Manual,Diesel,1.4,102945,Fair,4,None,1750231
Subaru,XV,2001,Japan,Automatic,Petrol,2.0,14605,Very Good,0,Backup Camera,557710
Nissan,Navara,2005,Japan,Automatic,Petrol,3.2,27250,Fair,5,Backup Camera,828131
BMW,5 Series,2023,Germany,Manual,Petrol,4.0,134619,Excellent,4,Heated Seats,3362595
BMW,X5,2021,Germany,Automatic,Petrol,2.5,56935,Very Good,1,None,2667870
Nissan,Navara,2009,Japan,Manual,Diesel,3.2,181308,Excellent,1,Heated Seats,1445882
Volkswagen,Passat,2008,Germany,Automatic,Diesel,1.4,67585,Poor,3,Backup Camera,1053603
Honda,Fit,2008,Japan,Manual,Diesel,1.4,101441,Very Good,3,Backup Camera,618072
Ford,Ranger,2006,USA,Automatic,Diesel,1.6,90035,Very Good,4,Bluetooth,702573
Nissan,Qashqai,2008,Japan,Manual,Petrol,1.8,145516,Good,3,Bluetooth,638185
Volkswagen,Polo,2010,Germany,Manual,Diesel,1.4,168691,Very Good,4,None,1919297
Honda,Fit,2017,Japan,Automatic,Petrol,2.5,83818,Poor,5,Leather Seats,565937
BMW,X5,2006,Germany,Manual,Petrol,3.0,194568,Excellent,2,Sunroof,1847678
Subaru,Impreza,2003,Japan,Manual,Diesel,1.8,81787,Very Good,2,Sunroof,541059
Ford,Focus,2009,USA,Manual,Petrol,1.6,179596,Good,2,Backup Camera,621246
Mercedes,E-Class,2002,Germany,Automatic,Petrol,3.0,165350,Very Good,3,None,1439460
Ford,Fiesta,2003,USA,Automatic,Petrol,2.5,99649,Very Good,2,Backup Camera,648922
Ford,Ranger,2022,USA,Manual,Petrol,4.0,181252,Good,5,Backup Camera,1832754
Honda,Accord,2015,Japan,Manual,Diesel,1.4,186788,Poor,3,Backup Camera,509164
Subaru,Impreza,2016,Japan,Manual,Petrol,3.2,57593,Poor,2,Sunroof,960003
Mercedes,C-Class,2002,Germany,Automatic,Diesel,3.2,137550,Good,1,Sunroof,1947226
Honda,Civic,2017,Japan,Automatic,Diesel,1.6,25993,Good,5,Backup Camera,1338233
Volkswagen,Polo,2009,Germany,Manual,Diesel,1.6,186257,Poor,5,Leather Seats,982229
Subaru,Forester,2019,Japan,Manual,Petrol,3.0,105818,Good,5,None,1138127
Subaru,Forester,2008,Japan,Manual,Petrol,1.6,154894,Fair,5,Backup Camera,542430
Mercedes,GLE,2003,Germany,Manual,Petrol,2.0,14426,Fair,3,Backup Camera,1195108
Mercedes,GLE,2012,Germany,Automatic,Diesel,1.4,84718,Good,1,Backup Camera,2062292
Nissan,Navara,2001,Japan,Manual,Diesel,2.0,82645,Good,3,None,251276
Mercedes,GLA,2009,Germany,Automatic,Diesel,1.6,13907,Very Good,5,Bluetooth,1953146
Honda,Civic,2002,Japan,Automatic,Petrol,1.8,119808,Poor,0,Sunroof,281873
Toyota,Corolla,2020,Japan,Automatic,Petrol,1.4,141576,Excellent,0,Bluetooth,1521213
Ford,Ranger,2007,USA,Manual,Diesel,1.6,30207,Fair,5,Sunroof,529673
Mercedes,C-Class,2023,Germany,Manual,Diesel,2.0,126259,Very Good,2,None,2647781
Toyota,Corolla,2009,Japan,Manual,Petrol,1.8,173297,Good,2,Heated Seats,673994
BMW,X3,2004,Germany,Automatic,Diesel,1.4,170172,Fair,4,GPS,1042111
Nissan,Navara,2017,Japan,Manual,Diesel,3.0,91350,Good,4,None,1062996
Volkswagen,Polo,2017,Germany,Manual,Petrol,3.2,188035,Very Good,4,GPS,2779152
Nissan,X-Trail,2020,Japan,Manual,Diesel,1.6,49339,Poor,1,None,887784
Nissan,X-Trail,2001,Japan,Automatic,Diesel,1.4,181220,Good,4,Leather Seats,262814
BMW,X5,2008,Germany,Manual,Petrol,1.4,13986,Very Good,5,GPS,1965148
Mercedes,E-Class,2011,Germany,Manual,Diesel,2.0,84982,Poor,5,None,1069044
Toyota,RAV4,2004,Japan,Automatic,Petrol,1.6,119283,Fair,3,Backup Camera,301832
Ford,Fiesta,2017,USA,Manual,Petrol,3.0,174281,Good,1,GPS,1244063
Subaru,Impreza,2010,Japan,Automatic,Petrol,1.6,197531,Very Good,0,Heated Seats,964679
Ford,Ranger,2011,USA,Automatic,Petrol,1.6,39787,Poor,0,GPS,602674
Subaru,XV,2000,Japan,Automatic,Petrol,3.2,175573,Fair,2,Leather Seats,537871
Volkswagen,Golf,2012,Germany,Automatic,Diesel,4.0,186643,Fair,2,Sunroof,1961677
Ford,Fiesta,2019,USA,Manual,Diesel,3.2,147278,Excellent,2,Sunroof,1984735
Toyota,Land Cruiser,2001,Japan,Manual,Diesel,1.8,28669,Very Good,2,Bluetooth,634997
Subaru,Outback,2012,Japan,Manual,Petrol,2.5,18578,Poor,5,GPS,522236
Mercedes,GLA,2014,Germany,Manual,Petrol,4.0,41026,Fair,1,Backup Camera,2190143
Subaru,XV,2003,Japan,Automatic,Petrol,3.2,157442,Very Good,1,Backup Camera,1142337
Honda,Accord,2015,Japan,Automatic,Diesel,2.5,54654,Very Good,0,Sunroof,1306690
Subaru,Impreza,2001,Japan,Automatic,Petrol,1.8,180429,Good,0,Leather Seats,254854
Volkswagen,Passat,2018,Germany,Automatic,Diesel,3.2,149900,Excellent,4,Leather Seats,3138263
Subaru,Impreza,2006,Japan,Manual,Petrol,2.5,82182,Good,3,Backup Camera,646094
Ford,Focus,2012,USA,Automatic,Petrol,3.2,186280,Excellent,5,Bluetooth,1563213
BMW,X5,2014,Germany,Manual,Petrol,1.6,76633,Excellent,1,Backup Camera,2496629
Toyota,Camry,2022,Japan,Manual,Petrol,4.0,63597,Poor,5,Bluetooth,1197226
BMW,X5,2002,Germany,Manual,Petrol,3.0,89287,Good,4,None,1330910
Mercedes,GLE,2023,Germany,Automatic,Petrol,2.0,141447,Fair,5,Backup Camera,1767001
Honda,Accord,2002,Japan,Automatic,Diesel,4.0,149010,Good,5,Sunroof,861394
Nissan,Juke,2010,Japan,Automatic,Petrol,1.6,119461,Very Good,2,Backup Camera,833250
BMW,X5,2002,Germany,Manual,Petrol,2.0,149179,Fair,4,None,1067402
BMW,3 Series,2003,Germany,Automatic,Petrol,1.4,107035,Excellent,5,Backup Camera,1568633
Toyota,Corolla,2009,Japan,Manual,Petrol,1.6,98526,Excellent,1,None,1011622
Mercedes,GLE,2005,Germany,Manual,Petrol,3.0,14725,Excellent,0,GPS,2019319
BMW,5 Series,2006,Germany,Manual,Diesel,1.4,151619,Excellent,2,None,1837328
Toyota,RAV4,2017,Japan,Manual,Petrol,1.8,52025,Excellent,4,Backup Camera,1401805
Ford,Ranger,2011,USA,Manual,Petrol,2.5,138162,Poor,0,Heated Seats,554790
Nissan,Navara,2014,Japan,Automatic,Petrol,1.8,154221,Poor,0,Backup Camera,500924
Toyota,Camry,2006,Japan,Automatic,Diesel,2.0,114745,Excellent,2,Leather Seats,652290
Ford,Focus,2019,USA,Automatic,Diesel,2.5,117462,Good,2,None,1293367
Subaru,Impreza,2015,Japan,Manual,Petrol,1.4,168054,Poor,4,Bluetooth,517647
Subaru,Outback,2016,Japan,Automatic,Petrol,4.0,70581,Good,2,Heated Seats,1681423
BMW,5 Series,2019,Germany,Manual,Petrol,1.8,144300,Fair,1,Backup Camera,1714561
Subaru,Outback,2009,Japan,Manual,Diesel,1.6,125017,Fair,2,Bluetooth,505587
Subaru,XV,2010,Japan,Automatic,Diesel,1.8,19405,Excellent,4,Backup Camera,1163978
BMW,5 Series,2000,Germany,Manual,Petrol,4.0,15999,Fair,5,Leather Seats,1540534
Mercedes,GLA,2021,Germany,Manual,Petrol,1.8,41549,Good,4,Bluetooth,2427803
Subaru,XV,2016,Japan,Automatic,Diesel,2.5,155963,Poor,5,GPS,577745
Volkswagen,Tiguan,2010,Germany,Manual,Diesel,4.0,157892,Good,4,None,2264502
Subaru,Outback,2001,Japan,Automatic,Petrol,1.6,43601,Poor,4,GPS,155967
Ford,Explorer,2020,USA,Manual,Diesel,2.5,51484,Good,4,None,1368286
Subaru,Impreza,2000,Japan,Manual,Petrol,2.0,35812,Excellent,3,Heated Seats,538052
Nissan,X-Trail,2017,Japan,Manual,Petrol,4.0,105874,Excellent,1,Backup Camera,2065003
Volkswagen,Tiguan,2000,Germany,Manual,Petrol,1.4,169972,Excellent,1,Leather Seats,1646705
Mercedes,C-Class,2012,Germany,Manual,Diesel,2.5,104261,Fair,0,Sunroof,1546219
Toyota,Camry,2016,Japan,Automatic,Diesel,4.0,125529,Good,2,GPS,1540040
Toyota,Corolla,2016,Japan,Manual,Petrol,1.6,135693,Excellent,2,None,1246007
BMW,3 Series,2002,Germany,Automatic,Petrol,4.0,6747,Very Good,1,GPS,2303375
Volkswagen,Polo,2022,Germany,Manual,Diesel,2.0,57189,Fair,4,Leather Seats,1874687
Mercedes,E-Class,2016,Germany,Manual,Diesel,2.0,168676,Fair,4,GPS,1571573
Ford,Fiesta,2016,USA,Automatic,Diesel,1.6,76666,Poor,4,None,520828
Toyota,Corolla,2007,Japan,Automatic,Diesel,2.5,187881,Poor,4,Leather Seats,372811
Subaru,Outback,2004,Japan,Manual,Diesel,4.0,73822,Excellent,5,None,1203031
Mercedes,GLA,2012,Germany,Manual,Diesel,3.0,38643,Poor,3,Heated Seats,1091299
Volkswagen,Golf,2002,Germany,Automatic,Petrol,1.6,49646,Very Good,0,Heated Seats,1838721
Mercedes,GLE,2014,Germany,Manual,Petrol,3.2,95059,Fair,4,None,1974585
Volkswagen,Polo,2013,Germany,Manual,Petrol,2.0,9023,Fair,0,None,1809135
BMW,5 Series,2020,Germany,Manual,Petrol,4.0,152228,Good,4,GPS,2706160
Ford,Explorer,2020,USA,Automatic,Diesel,2.0,44758,Poor,4,Bluetooth,706651
Subaru,Outback,2011,Japan,Manual,Petrol,1.6,64374,Very Good,0,GPS,1005754
Subaru,Outback,2007,Japan,Automatic,Petrol,3.2,9582,Excellent,5,Bluetooth,1572620
Subaru,Outback,2002,Japan,Manual,Petrol,2.5,24322,Fair,2,Bluetooth,519498
BMW,5 Series,2009,Germany,Automatic,Diesel,3.0,166417,Fair,5,GPS,1243911
Honda,Accord,2017,Japan,Manual,Diesel,2.5,28419,Excellent,1,GPS,1707713
Ford,Explorer,2018,USA,Manual,Petrol,3.2,71483,Good,3,Backup Camera,1677738
Toyota,Camry,2004,Japan,Manual,Diesel,4.0,190383,Fair,1,Sunroof,868437
Ford,Focus,2001,USA,Automatic,Diesel,4.0,28133,Very Good,4,None,1133613
Honda,Civic,2013,Japan,Manual,Petrol,2.0,70234,Excellent,2,Sunroof,1168610
Volkswagen,Polo,2019,Germany,Automatic,Petrol,3.2,139135,Good,5,None,2682133
Volkswagen,Polo,2009,Germany,Manual,Diesel,1.4,47159,Excellent,3,Sunroof,2272037
Honda,CR-V,2000,Japan,Automatic,Diesel,4.0,193827,Poor,3,Bluetooth,371485
Toyota,Corolla,2020,Japan,Manual,Petrol,1.4,30725,Fair,4,Heated Seats,1095843
Honda,Accord,2008,Japan,Automatic,Diesel,2.5,178898,Excellent,5,Heated Seats,709135
Volkswagen,Tiguan,2018,Germany,Automatic,Petrol,3.2,193418,Good,0,Heated Seats,2767264
Toyota,Camry,2007,Japan,Automatic,Diesel,3.0,40561,Excellent,4,GPS,943854
Subaru,Impreza,2013,Japan,Manual,Diesel,1.8,125860,Poor,5,Heated Seats,439831
Ford,Fiesta,2007,USA,Manual,Petrol,1.4,61045,Poor,5,Bluetooth,271599
Mercedes,E-Class,2012,Germany,Automatic,Petrol,3.2,62825,Excellent,1,Backup Camera,3079932
Toyota,Corolla,2022,Japan,Manual,Petrol,2.0,7916,Fair,2,Backup Camera,1171523
Subaru,XV,2015,Japan,Automatic,Diesel,1.8,181779,Good,3,Sunroof,1011986
Ford,Ranger,2000,USA,Automatic,Petrol,1.4,139851,Excellent,2,Leather Seats,282494
Volkswagen,Passat,2014,Germany,Automatic,Petrol,3.2,135501,Good,5,Sunroof,2470699
Mercedes,C-Class,2006,Germany,Manual,Diesel,2.5,108881,Good,2,Leather Seats,1514950
Ford,Focus,2002,USA,Automatic,Diesel,2.0,87652,Poor,1,Sunroof,306081
Ford,Focus,2023,USA,Automatic,Diesel,2.5,87941,Very Good,3,GPS,1646177
Volkswagen,Passat,2022,Germany,Automatic,Diesel,1.4,116374,Good,4,GPS,2361968
Volkswagen,Polo,2022,Germany,Manual,Petrol,1.4,73849,Excellent,1,Bluetooth,3097375
Mercedes,GLE,2009,Germany,Manual,Diesel,3.2,150739,Poor,1,Heated Seats,1301982
Volkswagen,Golf,2002,Germany,Automatic,Diesel,2.5,53883,Very Good,0,None,1607645
Honda,CR-V,2008,Japan,Automatic,Petrol,3.2,189091,Very Good,4,None,1136575
Subaru,XV,2001,Japan,Manual,Petrol,2.0,145237,Good,4,Bluetooth,281116
BMW,X3,2000,Germany,Automatic,Petrol,1.4,8451,Fair,2,Heated Seats,1098321
BMW,5 Series,2001,Germany,Manual,Petrol,3.2,154956,Very Good,3,None,1910529
Toyota,Land Cruiser,2012,Japan,Automatic,Petrol,3.0,192875,Fair,2,Sunroof,765552
Mercedes,C-Class,2001,Germany,Automatic,Diesel,2.0,20566,Excellent,2,Bluetooth,1899365
Mercedes,GLA,2021,Germany,Automatic,Diesel,2.0,17073,Poor,4,Heated Seats,1434426
BMW,5 Series,2017,Germany,Automatic,Petrol,1.6,20174,Excellent,5,None,2796221
Mercedes,C-Class,2020,Germany,Manual,Diesel,1.8,106317,Good,5,Heated Seats,2126522
Volkswagen,Passat,2013,Germany,Manual,Petrol,4.0,118181,Poor,2,GPS,1479963
Nissan,Qashqai,2000,Japan,Automatic,Petrol,2.0,159994,Good,4,Heated Seats,176974
Ford,Explorer,2022,USA,Manual,Petrol,1.8,137603,Excellent,3,Sunroof,1635400
Ford,Focus,2003,USA,Automatic,Diesel,3.2,33886,Good,3,Leather Seats,1100748
Toyota,Corolla,2007,Japan,Manual,Petrol,1.4,114402,Fair,4,Heated Seats,497394
Subaru,Outback,2023,Japan,Automatic,Petrol,1.6,99995,Fair,1,GPS,1148845
Mercedes,GLA,2019,Germany,Automatic,Petrol,4.0,149994,Good,2,Bluetooth,2661269
BMW,5 Series,2013,Germany,Manual,Diesel,3.2,131277,Good,3,None,2297828
Mercedes,E-Class,2017,Germany,Automatic,Diesel,3.0,74554,Very Good,2,Bluetooth,2461593
Toyota,Camry,2012,Japan,Automatic,Petrol,2.5,60321,Good,4,Heated Seats,807284
Ford,Ranger,2007,USA,Automatic,Petrol,2.5,52569,Excellent,3,GPS,771545
Honda,CR-V,2001,Japan,Automatic,Petrol,2.5,138962,Excellent,0,Sunroof,511678
Honda,CR-V,2021,Japan,Automatic,Petrol,4.0,114772,Fair,5,Leather Seats,1358868
Volkswagen,Passat,2013,Germany,Manual,Diesel,3.0,180405,Excellent,3,Heated Seats,2242368
Toyota,Corolla,2010,Japan,Manual,Diesel,1.4,28935,Fair,4,None,752094
Ford,Fiesta,2019,USA,Manual,Diesel,1.8,198102,Fair,3,GPS,970976
Nissan,Juke,2017,Japan,Manual,Petrol,1.6,165541,Good,5,Sunroof,1036246
Subaru,XV,2011,Japan,Manual,Petrol,4.0,54591,Poor,1,Backup Camera,928778
Volkswagen,Passat,2009,Germany,Manual,Diesel,2.0,87502,Very Good,0,Backup Camera,2110158
Subaru,Outback,2022,Japan,Manual,Petrol,3.0,126412,Good,5,Bluetooth,1397165
Honda,Civic,2018,Japan,Automatic,Petrol,4.0,76608,Fair,4,Sunroof,1290739
Toyota,Land Cruiser,2019,Japan,Automatic,Petrol,1.4,33168,Excellent,4,GPS,1555999
Honda,Accord,2005,Japan,Manual,Diesel,4.0,156314,Fair,0,GPS,792732
Ford,Ranger,2017,USA,Automatic,Diesel,4.0,80958,Excellent,5,None,1918425
Honda,Accord,2018,Japan,Manual,Diesel,3.0,140656,Very Good,4,Backup Camera,1180840
Volkswagen,Golf,2006,Germany,Automatic,Diesel,2.5,96424,Poor,5,Backup Camera,950334
Subaru,Outback,2010,Japan,Manual,Diesel,1.4,144509,Poor,2,Backup Camera,426223
Honda,CR-V,2012,Japan,Automatic,Petrol,1.6,103040,Good,5,GPS,714404
BMW,X5,2011,Germany,Manual,Diesel,1.4,96190,Good,2,Backup Camera,1943409
Honda,Accord,2018,Japan,Manual,Diesel,1.4,155985,Excellent,0,Bluetooth,1390448
Subaru,XV,2011,Japan,Automatic,Petrol,1.6,11895,Excellent,5,Bluetooth,1188752
Subaru,Impreza,2009,Japan,Manual,Petrol,1.8,69143,Very Good,1,Leather Seats,919242
Mercedes,E-Class,2017,Germany,Manual,Petrol,1.6,21938,Fair,5,Bluetooth,1875588
Volkswagen,Passat,2019,Germany,Automatic,Diesel,1.8,61863,Poor,2,Heated Seats,1428995
Honda,Civic,2001,Japan,Manual,Petrol,2.5,120754,Very Good,1,GPS,420463
Ford,Focus,2015,USA,Automatic,Diesel,4.0,67259,Excellent,2,Sunroof,1981963
Nissan,Juke,2015,Japan,Automatic,Diesel,3.2,55011,Poor,4,GPS,885470
Ford,Explorer,2013,USA,Automatic,Petrol,1.4,171997,Good,4,GPS,794586
Nissan,Juke,2021,Japan,Automatic,Diesel,1.6,32391,Fair,0,GPS,1287782
BMW,X3,2005,Germany,Automatic,Petrol,2.5,100887,Excellent,3,Leather Seats,1690893
